Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.53345456338033,3.84099115692908,9.26396475887638,9.80136033680562,3.89095706250559,8.47978662151793,10.2599629890174,6.6383477298636,5.08141792475185,6.89921723324795,7.41671002566756,..
India,IND,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,10.6683038463548,3.64497016094165,6.42258434038636,5.75624346621817,8.66466534663711,6.06382663986973,8.98381268529671,6.39886715332212,7.62581432698941,6.25028547673028,3.83438608456083,..
India,IND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,29.0233339495839,23.0218527819338,18.2882250924827,18.256271901608,17.7843323687593,17.7366364853549,18.2054294101026,18.3707112013637,18.0357419804135,17.9548240529038,16.9574957732159,..
India,IND,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,26.4932704230506,25.999858448017,28.8418269087193,29.0319763861054,28.2876406096249,27.7594172344049,27.155311657383,33.1090504034844,31.9341632564666,30.7330283290732,30.053314681268,..
India,IND,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,44.4833956273655,50.9782887700492,52.8699479987979,52.7117517122866,53.9280270216157,54.5039462802402,54.6392589325144,48.5202383952739,50.030094763228,51.3121476180229,52.9891901877051,..
India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,6.93178792966635,12.7732329729492,21.0694751968128,20.4308943357117,23.6012452616382,20.0496232410277,21.9702960326101,24.2745493892618,24.4250617471918,25.162617742592,23.5934059161851,..
India,IND,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,8.30722797093372,13.6640608710109,24.2283177885001,24.4452980732634,28.6682399838155,25.4273367126097,26.3380246912065,30.7467216492544,31.1199442542486,28.121078315163,25.9643077768354,..
India,IND,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,24.9087909305448,24.1147468364005,35.8716874502593,38.0341856338946,35.5254040557239,36.2969636191919,36.5284267025565,38.9360295183841,36.2974000316557,32.5210790647702,31.381395344546,..
India,IND,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,12.2117854687099,11.5017239155829,13.1925214361923,14.1835631865152,12.4970357850194,11.2238555974592,12.9301155514856,11.3959882979187,12.5436553507391,..,..,..
India,IND,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,-3.32797467010855,-3.74462769997191,-2.24290094931459,-0.470615169057777,-4.87021184766317,-5.41869943510534,-3.41365738993976,-3.00863511342614,-3.80571144291867,..,..,..
India,IND,Time required to start a business (days),IC.REG.DURS,..,..,34,32,29,29,27,27,25,26.1,28.4,..
India,IND,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,49.972898205235,51.1869875005783,60.8748915743041,60.8101198705221,67.6739075556876,70.1495850479713,71.9449816791827,75.3209727880586,76.8354261583255,77.1508412642331,74.7935413904664,..
India,IND,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,9.82135494678504,8.65830340454038,11.0254813270753,11.8936504337926,10.7511761330101,9.64099466718715,10.1883393366562,8.97951726675936,10.7884838792178,..,..,..
India,IND,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.14621469537825,2.94892988346583,2.52680870710134,2.34263396745748,2.55019354164183,2.89349717243706,2.70746606049265,2.62277164168148,2.52603491579872,2.44837933983549,2.41058736526535,..
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0,0.343205051182546,14.5238823400218,20.1553754965349,29.5310396834432,44.120091078273,62.3900648719982,73.1980389481979,69.9223897713815,70.7831816701051,74.4837699065089,..
India,IND,Internet users (per 100 people),IT.NET.USER.P2,0,0.527532449930946,2.80549986534254,3.95,4.38,5.12,7.5,10.07,12.5800609138955,15.1,18,..
India,IND,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,3.94348119212617,6.25554922806063,6.07240322389978,6.40329033082546,6.77773319060756,9.09372444877786,7.18054875539038,6.87079929956433,6.63225648619239,8.07393985306161,..,..
India,IND,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,80,78.8888888888889,80,75.5555555555556,81.1111111111111,76.6666666666667,75.5555555555556,73.3333333333333,81.1111111111111,..
India,IND,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,12.7213657297778,19.702097696089,31.6312712628963,30.6392794285792,42.1420664153464,30.9154620572586,33.7487900832512,41.7998338652118,42.9375497763731,41.9080509713555,37.6307899687723,..
